Conversion Type,% Chance of Failure
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 200000, Control: 100, Own Province: True",34.63
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 200000, Control: 100, Own Province: False",73.56
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 250000, Control: 85, Own Province: True",74.0
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 250000, Control: 85, Own Province: False",73.86
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 250000, Control: 90, Own Province: True",74.09
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 250000, Control: 90, Own Province: False",74.88
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 250000, Control: 95, Own Province: True",61.6
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 250000, Control: 95, Own Province: False",74.36
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 250000, Control: 100, Own Province: True",47.56
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 250000, Control: 100, Own Province: False",73.56
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 300000, Control: 85, Own Province: True",74.29
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 300000, Control: 85, Own Province: False",73.21
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 300000, Control: 90, Own Province: True",73.77
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 300000, Control: 90, Own Province: False",73.95
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 300000, Control: 95, Own Province: True",74.34
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 300000, Control: 95, Own Province: False",73.77
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 300000, Control: 100, Own Province: True",60.2
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 300000, Control: 100, Own Province: False",74.69
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 1000, Control: 85, Own Province: True",24.23
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 1000, Control: 85, Own Province: False",24.37
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 1000, Control: 90, Own Province: True",13.29
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 1000, Control: 90, Own Province: False",34.52
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 1000, Control: 95, Own Province: True",6.04
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 1000, Control: 95, Own Province: False",48.33
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 1000, Control: 100, Own Province: True",0.0
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 1000, Control: 100, Own Province: False",62.56
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 50000, Control: 85, Own Province: True",35.65
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 50000, Control: 85, Own Province: False",35.17
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 50000, Control: 90, Own Province: True",23.79
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 50000, Control: 90, Own Province: False",49.12
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 50000, Control: 95, Own Province: True",13.6
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 50000, Control: 95, Own Province: False",61.45
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 50000, Control: 100, Own Province: True",6.15
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 50000, Control: 100, Own Province: False",74.01
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 100000, Control: 85, Own Province: True",47.81
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 100000, Control: 85, Own Province: False",48.72
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 100000, Control: 90, Own Province: True",35.66
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 100000, Control: 90, Own Province: False",61.8
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 100000, Control: 95, Own Province: True",23.58
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 100000, Control: 95, Own Province: False",73.59
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 100000, Control: 100, Own Province: True",13.89
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 100000, Control: 100, Own Province: False",73.88
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 150000, Control: 85, Own Province: True",61.33
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 150000, Control: 85, Own Province: False",61.45
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 150000, Control: 90, Own Province: True",48.05
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 150000, Control: 90, Own Province: False",74.34
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 150000, Control: 95, Own Province: True",34.75
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 150000, Control: 95, Own Province: False",74.22
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 150000, Control: 100, Own Province: True",23.62
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 150000, Control: 100, Own Province: False",74.01
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 200000, Control: 85, Own Province: True",73.8
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 200000, Control: 85, Own Province: False",74.55
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 200000, Control: 90, Own Province: True",61.85
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 200000, Control: 90, Own Province: False",74.14
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 200000, Control: 95, Own Province: True",48.4
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 200000, Control: 95, Own Province: False",73.96
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 200000, Control: 100, Own Province: True",35.42
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 200000, Control: 100, Own Province: False",74.14
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 250000, Control: 85, Own Province: True",75.37
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 250000, Control: 85, Own Province: False",75.12
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 250000, Control: 90, Own Province: True",74.38
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 250000, Control: 90, Own Province: False",73.35
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 250000, Control: 95, Own Province: True",61.63
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 250000, Control: 95, Own Province: False",73.36
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 250000, Control: 100, Own Province: True",47.99
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 250000, Control: 100, Own Province: False",74.01
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 300000, Control: 85, Own Province: True",73.25
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 300000, Control: 85, Own Province: False",74.58
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 300000, Control: 90, Own Province: True",73.5
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 300000, Control: 90, Own Province: False",74.48
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 300000, Control: 95, Own Province: True",74.55
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 300000, Control: 95, Own Province: False",74.45
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 300000, Control: 100, Own Province: True",61.45
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 300000, Control: 100, Own Province: False",74.64
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 1000, Control: 85, Own Province: True",23.37
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 1000, Control: 85, Own Province: False",24.04
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 1000, Control: 90, Own Province: True",13.5
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 1000, Control: 90, Own Province: False",36.29
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 1000, Control: 95, Own Province: True",6.18
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 1000, Control: 95, Own Province: False",48.08
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 1000, Control: 100, Own Province: True",0.0
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 1000, Control: 100, Own Province: False",61.7
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 50000, Control: 85, Own Province: True",34.54
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 50000, Control: 85, Own Province: False",34.3
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 50000, Control: 90, Own Province: True",24.68
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 50000, Control: 90, Own Province: False",48.41
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 50000, Control: 95, Own Province: True",13.92
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 50000, Control: 95, Own Province: False",61.64
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 50000, Control: 100, Own Province: True",5.53
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 50000, Control: 100, Own Province: False",73.92
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 100000, Control: 85, Own Province: True",47.4
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 100000, Control: 85, Own Province: False",48.62
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 100000, Control: 90, Own Province: True",34.98
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 100000, Control: 90, Own Province: False",61.52
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 100000, Control: 95, Own Province: True",23.57
