Conversion Type,Duration
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 200000, Control: 100, Own Province: True",7.96
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 200000, Control: 100, Own Province: False",10.14
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 250000, Control: 85, Own Province: True",10.11
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 250000, Control: 85, Own Province: False",10.1
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 250000, Control: 90, Own Province: True",10.16
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 250000, Control: 90, Own Province: False",10.09
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 250000, Control: 95, Own Province: True",9.32
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 250000, Control: 95, Own Province: False",10.12
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 250000, Control: 100, Own Province: True",8.61
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 250000, Control: 100, Own Province: False",10.17
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 300000, Control: 85, Own Province: True",10.15
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 300000, Control: 85, Own Province: False",10.12
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 300000, Control: 90, Own Province: True",10.08
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 300000, Control: 90, Own Province: False",10.11
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 300000, Control: 95, Own Province: True",10.05
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 300000, Control: 95, Own Province: False",10.1
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 300000, Control: 100, Own Province: True",9.32
"New Religion: Faith of the Seven, Current Religion: Mother Rhoyne, Population: 300000, Control: 100, Own Province: False",10.1
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 1000, Control: 85, Own Province: True",7.37
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 1000, Control: 85, Own Province: False",7.36
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 1000, Control: 90, Own Province: True",6.82
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 1000, Control: 90, Own Province: False",7.95
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 1000, Control: 95, Own Province: True",6.31
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 1000, Control: 95, Own Province: False",8.63
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 1000, Control: 100, Own Province: True",5.79
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 1000, Control: 100, Own Province: False",9.33
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 50000, Control: 85, Own Province: True",7.96
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 50000, Control: 85, Own Province: False",7.94
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 50000, Control: 90, Own Province: True",7.36
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 50000, Control: 90, Own Province: False",8.57
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 50000, Control: 95, Own Province: True",6.82
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 50000, Control: 95, Own Province: False",9.34
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 50000, Control: 100, Own Province: True",6.31
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 50000, Control: 100, Own Province: False",10.13
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 100000, Control: 85, Own Province: True",8.6
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 100000, Control: 85, Own Province: False",8.59
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 100000, Control: 90, Own Province: True",7.96
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 100000, Control: 90, Own Province: False",9.28
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 100000, Control: 95, Own Province: True",7.38
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 100000, Control: 95, Own Province: False",10.14
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 100000, Control: 100, Own Province: True",6.83
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 100000, Control: 100, Own Province: False",10.12
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 150000, Control: 85, Own Province: True",9.27
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 150000, Control: 85, Own Province: False",9.32
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 150000, Control: 90, Own Province: True",8.62
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 150000, Control: 90, Own Province: False",10.09
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 150000, Control: 95, Own Province: True",7.97
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 150000, Control: 95, Own Province: False",10.16
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 150000, Control: 100, Own Province: True",7.36
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 150000, Control: 100, Own Province: False",10.08
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 200000, Control: 85, Own Province: True",10.12
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 200000, Control: 85, Own Province: False",10.12
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 200000, Control: 90, Own Province: True",9.27
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 200000, Control: 90, Own Province: False",10.18
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 200000, Control: 95, Own Province: True",8.59
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 200000, Control: 95, Own Province: False",10.14
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 200000, Control: 100, Own Province: True",7.95
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 200000, Control: 100, Own Province: False",10.12
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 250000, Control: 85, Own Province: True",10.06
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 250000, Control: 85, Own Province: False",10.06
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 250000, Control: 90, Own Province: True",10.12
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 250000, Control: 90, Own Province: False",10.13
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 250000, Control: 95, Own Province: True",9.23
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 250000, Control: 95, Own Province: False",10.11
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 250000, Control: 100, Own Province: True",8.59
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 250000, Control: 100, Own Province: False",10.05
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 300000, Control: 85, Own Province: True",10.1
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 300000, Control: 85, Own Province: False",10.16
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 300000, Control: 90, Own Province: True",10.04
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 300000, Control: 90, Own Province: False",10.23
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 300000, Control: 95, Own Province: True",10.1
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 300000, Control: 95, Own Province: False",10.2
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 300000, Control: 100, Own Province: True",9.28
"New Religion: Faith of the Seven, Current Religion: Gods of Valyria, Population: 300000, Control: 100, Own Province: False",10.19
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 1000, Control: 85, Own Province: True",7.38
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 1000, Control: 85, Own Province: False",7.37
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 1000, Control: 90, Own Province: True",6.85
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 1000, Control: 90, Own Province: False",7.93
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 1000, Control: 95, Own Province: True",6.3
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 1000, Control: 95, Own Province: False",8.56
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 1000, Control: 100, Own Province: True",5.82
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 1000, Control: 100, Own Province: False",9.31
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 50000, Control: 85, Own Province: True",7.96
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 50000, Control: 85, Own Province: False",7.96
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 50000, Control: 90, Own Province: True",7.39
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 50000, Control: 90, Own Province: False",8.63
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 50000, Control: 95, Own Province: True",6.84
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 50000, Control: 95, Own Province: False",9.31
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 50000, Control: 100, Own Province: True",6.33
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 50000, Control: 100, Own Province: False",10.1
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 100000, Control: 85, Own Province: True",8.61
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 100000, Control: 85, Own Province: False",8.58
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 100000, Control: 90, Own Province: True",7.91
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 100000, Control: 90, Own Province: False",9.29
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 100000, Control: 95, Own Province: True",7.37
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 100000, Control: 95, Own Province: False",10.18
"New Religion: Faith of the Seven, Current Religion: R'hllor, Population: 100000, Control: 100, Own Province: True",6.86
